countryorigin,countrydestination,origlon,origlat,destlon,destlat,Year,flights
Israel,Jordan,35.003851206429005,31.4849193900197,36.77945490632519,31.245490584748417,2020,40
Romania,Latvia,24.943252494635377,45.857101035738005,24.83329614980344,56.80717513427924,2020,3354
Slovakia,Netherlands,19.507657147433708,48.7267113517275,5.512217100965399,52.298700374441786,2020,22281
Belgium,Costa Rica,4.580834113854935,50.65244095902296,-84.17542309600948,9.965671127464528,2020,527
Germany,Jordan,10.288485092742851,51.13372269040778,36.77945490632519,31.245490584748417,2020,40
Slovakia,Denmark,19.507657147433708,48.7267113517275,9.876372937675002,56.06393446179454,2020,10051
Ukraine,Slovenia,31.22912207026649,49.14882260840351,14.938152320795732,46.12542205901039,2020,783
Netherlands,Lebanon,5.512217100965399,52.298700374441786,35.87098632001643,33.91182720781994,2020,1102
Lebanon,India,35.87098632001643,33.91182720781994,79.59370376325381,22.92500640740852,2020,5685
Denmark,Slovakia,9.876372937675002,56.06393446179454,19.507657147433708,48.7267113517275,2020,682
Romania,Iceland,24.943252494635377,45.857101035738005,-18.761028770831768,65.07427633529105,2020,1072
Greece,Iceland,22.719813447095053,39.06671589971396,-18.761028770831768,65.07427633529105,2020,1072
United Arab Emirates,Croatia,54.20671476159633,23.86863365334761,16.566189771645533,45.01623399593114,2020,2057
Turkey,Slovakia,35.116900150938406,39.06837194061471,19.507657147433708,48.7267113517275,2020,682
Slovakia,Turkey,19.507657147433708,48.7267113517275,35.116900150938406,39.06837194061471,2020,12165
Lebanon,Jordan,35.87098632001643,33.91182720781994,36.77945490632519,31.245490584748417,2020,40
Switzerland,Guatemala,8.118300613385486,46.79173768366762,-90.36945836053154,15.699360612026911,2020,786
Ukraine,Costa Rica,31.22912207026649,49.14882260840351,-84.17542309600948,9.965671127464528,2020,527
South Africa,Kenya,25.04801387986168,-28.947033259979115,37.791555286661385,0.5959662521769523,2020,3
Germany,Brunei,10.288485092742851,51.13372269040778,114.91510877393952,4.690250542520635,2020,87
Tunisia,United Arab Emirates,9.534716120695837,34.172939036882376,54.20671476159633,23.86863365334761,2020,11614
Algeria,Egypt,2.5980477916183444,28.185481278657537,29.84446151312441,26.50661999974957,2020,800
Greece,India,22.719813447095053,39.06671589971396,79.59370376325381,22.92500640740852,2020,5685
United States of America,Jordan,-112.5994359115045,45.70562800215178,36.77945490632519,31.245490584748417,2020,40
Kazakhstan,Uzbekistan,67.2846109811001,48.19166075218232,63.20363952823182,41.748602664652246,2020,8
Kenya,South Africa,37.791555286661385,0.5959662521769523,25.04801387986168,-28.947033259979115,2020,758
Canada,China,-98.14238137209708,61.46907614534896,103.88361230063248,36.555066531858685,2020,1401
Vietnam,Brunei,106.28584079705196,16.657937753254938,114.91510877393952,4.690250542520635,2020,87
Uzbekistan,United States of America,63.20363952823182,41.748602664652246,-112.5994359115045,45.70562800215178,2020,33908
Australia,Brazil,134.50277547536595,-25.73065477972608,-53.05434003576711,-10.806773643498916,2020,2225
Luxembourg,Morocco,5.965223432343999,49.76570507415103,-8.420479544549693,29.885394698302058,2020,1778
Morocco,Luxembourg,-8.420479544549693,29.885394698302058,5.965223432343999,49.76570507415103,2020,3786
Slovenia,Luxembourg,14.938152320795732,46.12542205901039,5.965223432343999,49.76570507415103,2020,3786
Finland,Luxembourg,26.21176461029636,64.50409403963651,5.965223432343999,49.76570507415103,2020,3786
China,Poland,103.88361230063248,36.555066531858685,19.31101430844868,52.14826021933187,2020,12974
Japan,Nepal,138.06496213270776,37.66311081170466,84.01317367692529,28.23944001904935,2020,1
Luxembourg,Hungary,5.965223432343999,49.76570507415103,19.35762862774592,47.19995117195427,2020,3445
Lithuania,Serbia,23.88064027584349,55.28431948476607,20.819651926382583,44.23303653365162,2020,938
South Africa,Portugal,25.04801387986168,-28.947033259979115,-8.055765588295687,39.63404977497817,2020,15581
Israel,South Africa,35.003851206429005,31.4849193900197,25.04801387986168,-28.947033259979115,2020,758
Brazil,Lebanon,-53.05434003576711,-10.806773643498916,35.87098632001643,33.91182720781994,2020,1102
Philippines,Brazil,122.90267236988682,11.763799362297664,-53.05434003576711,-10.806773643498916,2020,2225
Israel,Japan,35.003851206429005,31.4849193900197,138.06496213270776,37.66311081170466,2020,4066
Malaysia,South Africa,109.6981484486297,3.725588425773716,25.04801387986168,-28.947033259979115,2020,758
Egypt,South Africa,29.84446151312441,26.50661999974957,25.04801387986168,-28.947033259979115,2020,758
United States of America,Azerbaijan,-112.5994359115045,45.70562800215178,47.553909558006055,40.22069054766167,2020,27
South Africa,Luxembourg,25.04801387986168,-28.947033259979115,5.965223432343999,49.76570507415103,2020,3786
Uzbekistan,Ukraine,63.20363952823182,41.748602664652246,31.22912207026649,49.14882260840351,2020,4432
United Kingdom,Azerbaijan,-2.8531353951805545,53.91477348053706,47.553909558006055,40.22069054766167,2020,27
Bangladesh,Bulgaria,90.26792827719598,23.83946179534406,25.19511095327711,42.7531187620217,2020,790
Turkey,Azerbaijan,35.116900150938406,39.06837194061471,47.553909558006055,40.22069054766167,2020,27
Puerto Rico,Mexico,-66.47922227695507,18.2372245709719,-102.5763495239869,23.935371902244835,2020,2275
Costa Rica,Brazil,-84.17542309600948,9.965671127464528,-53.05434003576711,-10.806773643498916,2020,2225
Australia,Portugal,134.50277547536595,-25.73065477972608,-8.055765588295687,39.63404977497817,2020,15581
Israel,Azerbaijan,35.003851206429005,31.4849193900197,47.553909558006055,40.22069054766167,2020,27
Italy,Jordan,12.140788372235871,42.751183052964265,36.77945490632519,31.245490584748417,2020,40
Azerbaijan,Netherlands,47.553909558006055,40.22069054766167,5.512217100965399,52.298700374441786,2020,22281
Azerbaijan,Turkey,47.553909558006055,40.22069054766167,35.116900150938406,39.06837194061471,2020,12165
Netherlands,Azerbaijan,5.512217100965399,52.298700374441786,47.553909558006055,40.22069054766167,2020,27
Australia,South Africa,134.50277547536595,-25.73065477972608,25.04801387986168,-28.947033259979115,2020,758
Italy,Azerbaijan,12.140788372235871,42.751183052964265,47.553909558006055,40.22069054766167,2020,27
Azerbaijan,Philippines,47.553909558006055,40.22069054766167,122.90267236988682,11.763799362297664,2020,1741
India,Azerbaijan,79.59370376325381,22.92500640740852,47.553909558006055,40.22069054766167,2020,27
Azerbaijan,Japan,47.553909558006055,40.22069054766167,138.06496213270776,37.66311081170466,2020,4066
Vietnam,Canada,106.28584079705196,16.657937753254938,-98.14238137209708,61.46907614534896,2020,9754
Belgium,Brazil,4.580834113854935,50.65244095902296,-53.05434003576711,-10.806773643498916,2020,2225
India,Brunei,79.59370376325381,22.92500640740852,114.91510877393952,4.690250542520635,2020,87
China,Denmark,103.88361230063248,36.555066531858685,9.876372937675002,56.06393446179454,2020,10051
Latvia,United Arab Emirates,24.83329614980344,56.80717513427924,54.20671476159633,23.86863365334761,2020,11614
Slovenia,Estonia,14.938152320795732,46.12542205901039,25.824725613026608,58.643695426630906,2020,1563
Hungary,Lithuania,19.35762862774592,47.19995117195427,23.88064027584349,55.28431948476607,2020,2834
Philippines,Austria,122.90267236988682,11.763799362297664,14.076158884337072,47.6139487927463,2020,10334
Israel,Philippines,35.003851206429005,31.4849193900197,122.90267236988682,11.763799362297664,2020,1741
Trinidad and Tobago,United States of America,-61.33036691444967,10.42823708920188,-112.5994359115045,45.70562800215178,2020,33908
Romania,Luxembourg,24.943252494635377,45.857101035738005,5.965223432343999,49.76570507415103,2020,3786
Slovakia,United Arab Emirates,19.507657147433708,48.7267113517275,54.20671476159633,23.86863365334761,2020,11614
Hungary,Saudi Arabia,19.35762862774592,47.19995117195427,44.51636376826477,24.123289839105293,2020,1629
Portugal,South Africa,-8.055765588295687,39.63404977497817,25.04801387986168,-28.947033259979115,2020,758
Trinidad and Tobago,Puerto Rico,-61.33036691444967,10.42823708920188,-66.47922227695507,18.2372245709719,2020,4516
Lebanon,Brazil,35.87098632001643,33.91182720781994,-53.05434003576711,-10.806773643498916,2020,2225
Croatia,Cyprus,16.566189771645533,45.01623399593114,33.03955380295407,34.90706085094344,2020,3323
Brunei,India,114.91510877393952,4.690250542520635,79.59370376325381,22.92500640740852,2020,5685
Bulgaria,United States of America,25.19511095327711,42.7531187620217,-112.5994359115045,45.70562800215178,2020,33908
Bulgaria,United Arab Emirates,25.19511095327711,42.7531187620217,54.20671476159633,23.86863365334761,2020,11614
Sweden,Brazil,16.59626584684802,62.811484968080336,-53.05434003576711,-10.806773643498916,2020,2225
Nepal,Brazil,84.01317367692529,28.23944001904935,-53.05434003576711,-10.806773643498916,2020,2225
Iceland,Bulgaria,-18.761028770831768,65.07427633529105,25.19511095327711,42.7531187620217,2020,790
Malaysia,Portugal,109.6981484486297,3.725588425773716,-8.055765588295687,39.63404977497817,2020,15581
Egypt,Brazil,29.84446151312441,26.50661999974957,-53.05434003576711,-10.806773643498916,2020,2225
South Africa,Spain,25.04801387986168,-28.947033259979115,-3.6170206023873743,40.348656106226734,2020,35873
Tunisia,Morocco,9.534716120695837,34.172939036882376,-8.420479544549693,29.885394698302058,2020,1778
Israel,Egypt,35.003851206429005,31.4849193900197,29.84446151312441,26.50661999974957,2020,800
Brazil,Costa Rica,-53.05434003576711,-10.806773643498916,-84.17542309600948,9.965671127464528,2020,527
China,Greece,103.88361230063248,36.555066531858685,22.719813447095053,39.06671589971396,2020,11418
United Arab Emirates,Azerbaijan,54.20671476159633,23.86863365334761,47.553909558006055,40.22069054766167,2020,27
Lebanon,Serbia,35.87098632001643,33.91182720781994,20.819651926382583,44.23303653365162,2020,938
Morocco,Greece,-8.420479544549693,29.885394698302058,22.719813447095053,39.06671589971396,2020,11418
Ukraine,Qatar,31.22912207026649,49.14882260840351,51.1835025789133,25.32185097420669,2020,7829
Belgium,Taiwan,4.580834113854935,50.65244095902296,120.97480073748623,23.740964979784938,2020,5128
Estonia,Slovenia,25.824725613026608,58.643695426630906,14.938152320795732,46.12542205901039,2020,783
Ireland,India,-8.010236544877012,53.18059120995006,79.59370376325381,22.92500640740852,2020,5685
Bulgaria,Qatar,25.19511095327711,42.7531187620217,51.1835025789133,25.32185097420669,2020,7829
South Africa,Philippines,25.04801387986168,-28.947033259979115,122.90267236988682,11.763799362297664,2020,1741
Luxembourg,Canada,5.965223432343999,49.76570507415103,-98.14238137209708,61.46907614534896,2020,9754
Netherlands,Panama,5.512217100965399,52.298700374441786,-80.10916483549376,8.530019388864652,2020,106
Spain,Panama,-3.6170206023873743,40.348656106226734,-80.10916483549376,8.530019388864652,2020,106
Portugal,Saudi Arabia,-8.055765588295687,39.63404977497817,44.51636376826477,24.123289839105293,2020,1629
United States of America,Panama,-112.5994359115045,45.70562800215178,-80.10916483549376,8.530019388864652,2020,106
Latvia,Kazakhstan,24.83329614980344,56.80717513427924,67.2846109811001,48.19166075218232,2020,207
Mexico,Panama,-102.5763495239869,23.935371902244835,-80.10916483549376,8.530019388864652,2020,106
Costa Rica,Panama,-84.17542309600948,9.965671127464528,-80.10916483549376,8.530019388864652,2020,106
Panama,Costa Rica,-80.10916483549376,8.530019388864652,-84.17542309600948,9.965671127464528,2020,527
Philippines,Kazakhstan,122.90267236988682,11.763799362297664,67.2846109811001,48.19166075218232,2020,207
Israel,Brazil,35.003851206429005,31.4849193900197,-53.05434003576711,-10.806773643498916,2020,2225
Panama,United States of America,-80.10916483549376,8.530019388864652,-112.5994359115045,45.70562800215178,2020,33908
Panama,Brazil,-80.10916483549376,8.530019388864652,-53.05434003576711,-10.806773643498916,2020,2225
Panama,Netherlands,-80.10916483549376,8.530019388864652,5.512217100965399,52.298700374441786,2020,22281
Guatemala,Panama,-90.36945836053154,15.699360612026911,-80.10916483549376,8.530019388864652,2020,106
New Zealand,Brazil,172.70192594405574,-41.66257875715869,-53.05434003576711,-10.806773643498916,2020,2225
Brazil,Panama,-53.05434003576711,-10.806773643498916,-80.10916483549376,8.530019388864652,2020,106
Latvia,Israel,24.83329614980344,56.80717513427924,35.003851206429005,31.4849193900197,2020,2692
France,Panama,-2.8766966992706267,42.46070432663372,-80.10916483549376,8.530019388864652,2020,106
Panama,Guatemala,-80.10916483549376,8.530019388864652,-90.36945836053154,15.699360612026911,2020,786
Panama,Colombia,-80.10916483549376,8.530019388864652,-73.07773208697478,3.927213862709704,2020,1138
Panama,Nicaragua,-80.10916483549376,8.530019388864652,-85.02031850080252,12.848190428036988,2020,132
Canada,Panama,-98.14238137209708,61.46907614534896,-80.10916483549376,8.530019388864652,2020,106
Colombia,Panama,-73.07773208697478,3.927213862709704,-80.10916483549376,8.530019388864652,2020,106
Japan,Ukraine,138.06496213270776,37.66311081170466,31.22912207026649,49.14882260840351,2020,4432
Panama,Mexico,-80.10916483549376,8.530019388864652,-102.5763495239869,23.935371902244835,2020,2275
Bangladesh,Canada,90.26792827719598,23.83946179534406,-98.14238137209708,61.46907614534896,2020,9754
China,Belarus,103.88361230063248,36.555066531858685,27.98135261544803,53.50634479481114,2020,1703
India,Finland,79.59370376325381,22.92500640740852,26.21176461029636,64.50409403963651,2020,3983
Uzbekistan,Kazakhstan,63.20363952823182,41.748602664652246,67.2846109811001,48.19166075218232,2020,207
Belgium,Puerto Rico,4.580834113854935,50.65244095902296,-66.47922227695507,18.2372245709719,2020,4516
South Africa,Sweden,25.04801387986168,-28.947033259979115,16.59626584684802,62.811484968080336,2020,7609
Panama,Puerto Rico,-80.10916483549376,8.530019388864652,-66.47922227695507,18.2372245709719,2020,4516
Puerto Rico,Panama,-66.47922227695507,18.2372245709719,-80.10916483549376,8.530019388864652,2020,106
Panama,France,-80.10916483549376,8.530019388864652,-2.8766966992706267,42.46070432663372,2020,29992
India,Cyprus,79.59370376325381,22.92500640740852,33.03955380295407,34.90706085094344,2020,3323
United States of America,Italy,-112.5994359115045,45.70562800215178,12.140788372235871,42.751183052964265,2021,52078
Germany,Turkey,10.288485092742851,51.13372269040778,35.116900150938406,39.06837194061471,2021,22924
Australia,United States of America,134.50277547536595,-25.73065477972608,-112.5994359115045,45.70562800215178,2021,74195
Puerto Rico,United States of America,-66.47922227695507,18.2372245709719,-112.5994359115045,45.70562800215178,2021,74195
Spain,Denmark,-3.6170206023873743,40.348656106226734,9.876372937675002,56.06393446179454,2021,18448
United States of America,France,-112.5994359115045,45.70562800215178,-2.8766966992706267,42.46070432663372,2021,57426
Portugal,Poland,-8.055765588295687,39.63404977497817,19.31101430844868,52.14826021933187,2021,22422
Panama,United States of America,-80.10916483549376,8.530019388864652,-112.5994359115045,45.70562800215178,2021,74195
United States of America,Ireland,-112.5994359115045,45.70562800215178,-8.010236544877012,53.18059120995006,2021,17945
Qatar,Malaysia,51.1835025789133,25.32185097420669,109.6981484486297,3.725588425773716,2021,1435
Iran,Kuwait,54.28545149689143,32.51891731762539,47.600098887626416,29.307266634033564,2021,101
United States of America,Puerto Rico,-112.5994359115045,45.70562800215178,-66.47922227695507,18.2372245709719,2021,7987
United States of America,Belgium,-112.5994359115045,45.70562800215178,4.580834113854935,50.65244095902296,2021,22851
Qatar,United States of America,51.1835025789133,25.32185097420669,-112.5994359115045,45.70562800215178,2021,74195
United States of America,United Kingdom,-112.5994359115045,45.70562800215178,-2.8531353951805545,53.91477348053706,2021,83860
Canada,United States of America,-98.14238137209708,61.46907614534896,-112.5994359115045,45.70562800215178,2021,74195
United States of America,Netherlands,-112.5994359115045,45.70562800215178,5.512217100965399,52.298700374441786,2021,38452
Japan,Taiwan,138.06496213270776,37.66311081170466,120.97480073748623,23.740964979784938,2021,5984
Spain,Greece,-3.6170206023873743,40.348656106226734,22.719813447095053,39.06671589971396,2021,11880
Qatar,Japan,51.1835025789133,25.32185097420669,138.06496213270776,37.66311081170466,2021,8595
Panama,Canada,-80.10916483549376,8.530019388864652,-98.14238137209708,61.46907614534896,2021,27990
Belgium,United States of America,4.580834113854935,50.65244095902296,-112.5994359115045,45.70562800215178,2021,74195
United States of America,Senegal,-112.5994359115045,45.70562800215178,-14.50980278585943,14.354139988452022,2021,1283
United States of America,Japan,-112.5994359115045,45.70562800215178,138.06496213270776,37.66311081170466,2021,8595
United States of America,Canada,-112.5994359115045,45.70562800215178,-98.14238137209708,61.46907614534896,2021,27990
Thailand,Japan,101.00613354626108,15.01697499141648,138.06496213270776,37.66311081170466,2021,8595
Morocco,Senegal,-8.420479544549693,29.885394698302058,-14.50980278585943,14.354139988452022,2021,1283
United States of America,Brazil,-112.5994359115045,45.70562800215178,-53.05434003576711,-10.806773643498916,2021,4438
United States of America,Germany,-112.5994359115045,45.70562800215178,10.288485092742851,51.13372269040778,2021,90597
Canada,Germany,-98.14238137209708,61.46907614534896,10.288485092742851,51.13372269040778,2021,90597
United Arab Emirates,India,54.20671476159633,23.86863365334761,79.59370376325381,22.92500640740852,2021,6434
Philippines,Japan,122.90267236988682,11.763799362297664,138.06496213270776,37.66311081170466,2021,8595
United States of America,United Arab Emirates,-112.5994359115045,45.70562800215178,54.20671476159633,23.86863365334761,2021,9869
Cyprus,Greece,33.03955380295407,34.90706085094344,22.719813447095053,39.06671589971396,2021,11880
United States of America,Taiwan,-112.5994359115045,45.70562800215178,120.97480073748623,23.740964979784938,2021,5984
Taiwan,Malaysia,120.97480073748623,23.740964979784938,109.6981484486297,3.725588425773716,2021,1435
Canada,Spain,-98.14238137209708,61.46907614534896,-3.6170206023873743,40.348656106226734,2021,65672
Taiwan,Japan,120.97480073748623,23.740964979784938,138.06496213270776,37.66311081170466,2021,8595
United States of America,Mexico,-112.5994359115045,45.70562800215178,-102.5763495239869,23.935371902244835,2021,5297
United States of America,Sweden,-112.5994359115045,45.70562800215178,16.59626584684802,62.811484968080336,2021,14970
United States of America,Switzerland,-112.5994359115045,45.70562800215178,8.118300613385486,46.79173768366762,2021,28683
United Arab Emirates,Denmark,54.20671476159633,23.86863365334761,9.876372937675002,56.06393446179454,2021,18448
Spain,Ireland,-3.6170206023873743,40.348656106226734,-8.010236544877012,53.18059120995006,2021,17945
Kenya,Netherlands,37.791555286661385,0.5959662521769523,5.512217100965399,52.298700374441786,2021,38452
United Kingdom,United States of America,-2.8531353951805545,53.91477348053706,-112.5994359115045,45.70562800215178,2021,74195
Japan,United States of America,138.06496213270776,37.66311081170466,-112.5994359115045,45.70562800215178,2021,74195
Canada,France,-98.14238137209708,61.46907614534896,-2.8766966992706267,42.46070432663372,2021,57426
United States of America,Iceland,-112.5994359115045,45.70562800215178,-18.761028770831768,65.07427633529105,2021,3502
United States of America,Spain,-112.5994359115045,45.70562800215178,-3.6170206023873743,40.348656106226734,2021,65672
Senegal,France,-14.50980278585943,14.354139988452022,-2.8766966992706267,42.46070432663372,2021,57426
Egypt,France,29.84446151312441,26.50661999974957,-2.8766966992706267,42.46070432663372,2021,57426
United Arab Emirates,Pakistan,54.20671476159633,23.86863365334761,69.41399806318127,29.9734600255474,2021,83
Canada,Israel,-98.14238137209708,61.46907614534896,35.003851206429005,31.4849193900197,2021,7733
Turkey,Germany,35.116900150938406,39.06837194061471,10.288485092742851,51.13372269040778,2021,90597
Kazakhstan,Germany,67.2846109811001,48.19166075218232,10.288485092742851,51.13372269040778,2021,90597
Denmark,Turkey,9.876372937675002,56.06393446179454,35.116900150938406,39.06837194061471,2021,22924
Taiwan,United States of America,120.97480073748623,23.740964979784938,-112.5994359115045,45.70562800215178,2021,74195
United States of America,Turkey,-112.5994359115045,45.70562800215178,35.116900150938406,39.06837194061471,2021,22924
Egypt,Italy,29.84446151312441,26.50661999974957,12.140788372235871,42.751183052964265,2021,52078
United States of America,Guatemala,-112.5994359115045,45.70562800215178,-90.36945836053154,15.699360612026911,2021,1551
Cyprus,Germany,33.03955380295407,34.90706085094344,10.288485092742851,51.13372269040778,2021,90597
Qatar,Luxembourg,51.1835025789133,25.32185097420669,5.965223432343999,49.76570507415103,2021,5922
Brazil,Qatar,-53.05434003576711,-10.806773643498916,51.1835025789133,25.32185097420669,2021,10914
France,Turkey,-2.8766966992706267,42.46070432663372,35.116900150938406,39.06837194061471,2021,22924
Poland,Germany,19.31101430844868,52.14826021933187,10.288485092742851,51.13372269040778,2021,90597
Iceland,Poland,-18.761028770831768,65.07427633529105,19.31101430844868,52.14826021933187,2021,22422
Canada,Switzerland,-98.14238137209708,61.46907614534896,8.118300613385486,46.79173768366762,2021,28683
Turkey,Finland,35.116900150938406,39.06837194061471,26.21176461029636,64.50409403963651,2021,8694
Brazil,United States of America,-53.05434003576711,-10.806773643498916,-112.5994359115045,45.70562800215178,2021,74195
Japan,Philippines,138.06496213270776,37.66311081170466,122.90267236988682,11.763799362297664,2021,2683
Egypt,Austria,29.84446151312441,26.50661999974957,14.076158884337072,47.6139487927463,2021,18096
Poland,Spain,19.31101430844868,52.14826021933187,-3.6170206023873743,40.348656106226734,2021,65672
Colombia,United States of America,-73.07773208697478,3.927213862709704,-112.5994359115045,45.70562800215178,2021,74195
Egypt,Saudi Arabia,29.84446151312441,26.50661999974957,44.51636376826477,24.123289839105293,2021,1787
Kuwait,Turkey,47.600098887626416,29.307266634033564,35.116900150938406,39.06837194061471,2021,22924
Qatar,Kuwait,51.1835025789133,25.32185097420669,47.600098887626416,29.307266634033564,2021,101
Malaysia,Taiwan,109.6981484486297,3.725588425773716,120.97480073748623,23.740964979784938,2021,5984
Greece,France,22.719813447095053,39.06671589971396,-2.8766966992706267,42.46070432663372,2021,57426
Australia,Japan,134.50277547536595,-25.73065477972608,138.06496213270776,37.66311081170466,2021,8595
Thailand,India,101.00613354626108,15.01697499141648,79.59370376325381,22.92500640740852,2021,6434
Senegal,United Kingdom,-14.50980278585943,14.354139988452022,-2.8531353951805545,53.91477348053706,2021,83860
United Arab Emirates,Turkey,54.20671476159633,23.86863365334761,35.116900150938406,39.06837194061471,2021,22924
United Arab Emirates,China,54.20671476159633,23.86863365334761,103.88361230063248,36.555066531858685,2021,1460
Brazil,Netherlands,-53.05434003576711,-10.806773643498916,5.512217100965399,52.298700374441786,2021,38452
Canada,Portugal,-98.14238137209708,61.46907614534896,-8.055765588295687,39.63404977497817,2021,27294
Bangladesh,Turkey,90.26792827719598,23.83946179534406,35.116900150938406,39.06837194061471,2021,22924
Canada,Qatar,-98.14238137209708,61.46907614534896,51.1835025789133,25.32185097420669,2021,10914
Netherlands,United Arab Emirates,5.512217100965399,52.298700374441786,54.20671476159633,23.86863365334761,2021,9869
United States of America,Qatar,-112.5994359115045,45.70562800215178,51.1835025789133,25.32185097420669,2021,10914
Mali,France,-3.543294339453343,17.267772061700715,-2.8766966992706267,42.46070432663372,2021,57426
Canada,United Kingdom,-98.14238137209708,61.46907614534896,-2.8531353951805545,53.91477348053706,2021,83860
United States of America,Morocco,-112.5994359115045,45.70562800215178,-8.420479544549693,29.885394698302058,2021,5438
Panama,France,-80.10916483549376,8.530019388864652,-2.8766966992706267,42.46070432663372,2021,57426
Kuwait,Lebanon,47.600098887626416,29.307266634033564,35.87098632001643,33.91182720781994,2021,2253
United States of America,Portugal,-112.5994359115045,45.70562800215178,-8.055765588295687,39.63404977497817,2021,27294
Japan,Germany,138.06496213270776,37.66311081170466,10.288485092742851,51.13372269040778,2021,90597
Iceland,Germany,-18.761028770831768,65.07427633529105,10.288485092742851,51.13372269040778,2021,90597
India,Malaysia,79.59370376325381,22.92500640740852,109.6981484486297,3.725588425773716,2021,1435
Spain,Belgium,-3.6170206023873743,40.348656106226734,4.580834113854935,50.65244095902296,2021,22851
Kenya,Turkey,37.791555286661385,0.5959662521769523,35.116900150938406,39.06837194061471,2021,22924
Iraq,Turkey,43.75691096461423,33.03682096372491,35.116900150938406,39.06837194061471,2021,22924
Turkey,Iraq,35.116900150938406,39.06837194061471,43.75691096461423,33.03682096372491,2021,14
Qatar,Turkey,51.1835025789133,25.32185097420669,35.116900150938406,39.06837194061471,2021,22924
Kenya,United Kingdom,37.791555286661385,0.5959662521769523,-2.8531353951805545,53.91477348053706,2021,83860
Taiwan,Australia,120.97480073748623,23.740964979784938,134.50277547536595,-25.73065477972608,2021,3122
Poland,Turkey,19.31101430844868,52.14826021933187,35.116900150938406,39.06837194061471,2021,22924
Egypt,Turkey,29.84446151312441,26.50661999974957,35.116900150938406,39.06837194061471,2021,22924
United Kingdom,Spain,-2.8531353951805545,53.91477348053706,-3.6170206023873743,40.348656106226734,2021,65672
Turkey,Taiwan,35.116900150938406,39.06837194061471,120.97480073748623,23.740964979784938,2021,5984
Belgium,Israel,4.580834113854935,50.65244095902296,35.003851206429005,31.4849193900197,2021,7733
Italy,Spain,12.140788372235871,42.751183052964265,-3.6170206023873743,40.348656106226734,2021,65672
Italy,United States of America,12.140788372235871,42.751183052964265,-112.5994359115045,45.70562800215178,2021,74195
Serbia,Spain,20.819651926382583,44.23303653365162,-3.6170206023873743,40.348656106226734,2021,65672
Morocco,Belgium,-8.420479544549693,29.885394698302058,4.580834113854935,50.65244095902296,2021,22851
Vietnam,Malaysia,106.28584079705196,16.657937753254938,109.6981484486297,3.725588425773716,2021,1435
Qatar,Lebanon,51.1835025789133,25.32185097420669,35.87098632001643,33.91182720781994,2021,2253
New Zealand,Canada,172.70192594405574,-41.66257875715869,-98.14238137209708,61.46907614534896,2021,27990
United States of America,South Africa,-112.5994359115045,45.70562800215178,25.04801387986168,-28.947033259979115,2021,1411
Turkey,Qatar,35.116900150938406,39.06837194061471,51.1835025789133,25.32185097420669,2021,10914
Morocco,France,-8.420479544549693,29.885394698302058,-2.8766966992706267,42.46070432663372,2021,57426
Lebanon,Turkey,35.87098632001643,33.91182720781994,35.116900150938406,39.06837194061471,2021,22924
Canada,United Arab Emirates,-98.14238137209708,61.46907614534896,54.20671476159633,23.86863365334761,2021,9869
Morocco,Germany,-8.420479544549693,29.885394698302058,10.288485092742851,51.13372269040778,2021,90597
Ukraine,Greece,31.22912207026649,49.14882260840351,22.719813447095053,39.06671589971396,2021,11880
United Arab Emirates,Qatar,54.20671476159633,23.86863365334761,51.1835025789133,25.32185097420669,2021,10914
Colombia,Spain,-73.07773208697478,3.927213862709704,-3.6170206023873743,40.348656106226734,2021,65672
Greece,Sweden,22.719813447095053,39.06671589971396,16.59626584684802,62.811484968080336,2021,14970
Taiwan,Philippines,120.97480073748623,23.740964979784938,122.90267236988682,11.763799362297664,2021,2683
United Arab Emirates,Saudi Arabia,54.20671476159633,23.86863365334761,44.51636376826477,24.123289839105293,2021,1787
Turkey,France,35.116900150938406,39.06837194061471,-2.8766966992706267,42.46070432663372,2021,57426
United Arab Emirates,Germany,54.20671476159633,23.86863365334761,10.288485092742851,51.13372269040778,2021,90597
Senegal,Portugal,-14.50980278585943,14.354139988452022,-8.055765588295687,39.63404977497817,2021,27294
United Arab Emirates,Austria,54.20671476159633,23.86863365334761,14.076158884337072,47.6139487927463,2021,18096
Australia,New Zealand,134.50277547536595,-25.73065477972608,172.70192594405574,-41.66257875715869,2021,1271
Thailand,Finland,101.00613354626108,15.01697499141648,26.21176461029636,64.50409403963651,2021,8694
United Arab Emirates,United Kingdom,54.20671476159633,23.86863365334761,-2.8531353951805545,53.91477348053706,2021,83860
United States of America,Panama,-112.5994359115045,45.70562800215178,-80.10916483549376,8.530019388864652,2021,4557
Portugal,Luxembourg,-8.055765588295687,39.63404977497817,5.965223432343999,49.76570507415103,2021,5922
Iceland,Spain,-18.761028770831768,65.07427633529105,-3.6170206023873743,40.348656106226734,2021,65672
Japan,Finland,138.06496213270776,37.66311081170466,26.21176461029636,64.50409403963651,2021,8694
Germany,Spain,10.288485092742851,51.13372269040778,-3.6170206023873743,40.348656106226734,2021,65672
Spain,Turkey,-3.6170206023873743,40.348656106226734,35.116900150938406,39.06837194061471,2021,22924
Egypt,Germany,29.84446151312441,26.50661999974957,10.288485092742851,51.13372269040778,2021,90597
Brazil,Turkey,-53.05434003576711,-10.806773643498916,35.116900150938406,39.06837194061471,2021,22924
