countryorigin,countrydestination,origlon,origlat,destlon,destlat,Year,flights
Kuwait,Qatar,47.600098887626416,29.307266634033564,51.1835025789133,25.32185097420669,2019,12321
Latvia,Croatia,24.83329614980344,56.80717513427924,16.566189771645533,45.01623399593114,2019,3361
Croatia,Latvia,16.566189771645533,45.01623399593114,24.83329614980344,56.80717513427924,2019,6551
Spain,Slovenia,-3.6170206023873743,40.348656106226734,14.938152320795732,46.12542205901039,2019,1130
Estonia,Portugal,25.824725613026608,58.643695426630906,-8.055765588295687,39.63404977497817,2019,26292
Israel,Bulgaria,35.003851206429005,31.4849193900197,25.19511095327711,42.7531187620217,2019,280
Slovenia,Spain,14.938152320795732,46.12542205901039,-3.6170206023873743,40.348656106226734,2019,70367
Slovenia,Norway,14.938152320795732,46.12542205901039,19.20896,69.003871,2019,16124
Saudi Arabia,Ireland,44.51636376826477,24.123289839105293,-8.010236544877012,53.18059120995006,2019,28478
Netherlands,Jordan,5.512217100965399,52.298700374441786,36.77945490632519,31.245490584748417,2019,281
Luxembourg,Lebanon,5.965223432343999,49.76570507415103,35.87098632001643,33.91182720781994,2019,1859
United States of America,Trinidad and Tobago,-112.5994359115045,45.70562800215178,-61.33036691444967,10.42823708920188,2019,1
Serbia,Cyprus,20.819651926382583,44.23303653365162,33.03955380295407,34.90706085094344,2019,1212
Trinidad and Tobago,Canada,-61.33036691444967,10.42823708920188,-98.14238137209708,61.46907614534896,2019,43839
Serbia,Tunisia,20.819651926382583,44.23303653365162,9.534716120695837,34.172939036882376,2019,221
Switzerland,Tunisia,8.118300613385486,46.79173768366762,9.534716120695837,34.172939036882376,2019,221
Qatar,Saudi Arabia,51.1835025789133,25.32185097420669,44.51636376826477,24.123289839105293,2019,4417
Cyprus,Lebanon,33.03955380295407,34.90706085094344,35.87098632001643,33.91182720781994,2019,1859
Ireland,Israel,-8.010236544877012,53.18059120995006,35.003851206429005,31.4849193900197,2019,8507
Uzbekistan,Germany,63.20363952823182,41.748602664652246,10.288485092742851,51.13372269040778,2019,113196
Lebanon,Austria,35.87098632001643,33.91182720781994,14.076158884337072,47.6139487927463,2019,24562
Ukraine,Canada,31.22912207026649,49.14882260840351,-98.14238137209708,61.46907614534896,2019,43839
Turkey,Luxembourg,35.116900150938406,39.06837194061471,5.965223432343999,49.76570507415103,2019,6386
Belgium,Bulgaria,4.580834113854935,50.65244095902296,25.19511095327711,42.7531187620217,2019,280
Germany,Bulgaria,10.288485092742851,51.13372269040778,25.19511095327711,42.7531187620217,2019,280
Finland,Bulgaria,26.21176461029636,64.50409403963651,25.19511095327711,42.7531187620217,2019,280
United States of America,Costa Rica,-112.5994359115045,45.70562800215178,-84.17542309600948,9.965671127464528,2019,1397
Italy,Tunisia,12.140788372235871,42.751183052964265,9.534716120695837,34.172939036882376,2019,221
Finland,Slovakia,26.21176461029636,64.50409403963651,19.507657147433708,48.7267113517275,2019,1552
Malaysia,Turkey,109.6981484486297,3.725588425773716,35.116900150938406,39.06837194061471,2019,9989
Thailand,Turkey,101.00613354626108,15.01697499141648,35.116900150938406,39.06837194061471,2019,9989
Morocco,Turkey,-8.420479544549693,29.885394698302058,35.116900150938406,39.06837194061471,2019,9989
Senegal,South Africa,-14.50980278585943,14.354139988452022,25.04801387986168,-28.947033259979115,2019,2883
Canada,Costa Rica,-98.14238137209708,61.46907614534896,-84.17542309600948,9.965671127464528,2019,1397
Poland,Lebanon,19.31101430844868,52.14826021933187,35.87098632001643,33.91182720781994,2019,1859
Costa Rica,United States of America,-84.17542309600948,9.965671127464528,-112.5994359115045,45.70562800215178,2019,86817
Kazakhstan,Switzerland,67.2846109811001,48.19166075218232,8.118300613385486,46.79173768366762,2019,36349
Costa Rica,Germany,-84.17542309600948,9.965671127464528,10.288485092742851,51.13372269040778,2019,113196
Senegal,Netherlands,-14.50980278585943,14.354139988452022,5.512217100965399,52.298700374441786,2019,38218
Serbia,China,20.819651926382583,44.23303653365162,103.88361230063248,36.555066531858685,2019,4230
Algeria,Lebanon,2.5980477916183444,28.185481278657537,35.87098632001643,33.91182720781994,2019,1859
Austria,Cyprus,14.076158884337072,47.6139487927463,33.03955380295407,34.90706085094344,2019,1212
Switzerland,Cyprus,8.118300613385486,46.79173768366762,33.03955380295407,34.90706085094344,2019,1212
Spain,Costa Rica,-3.6170206023873743,40.348656106226734,-84.17542309600948,9.965671127464528,2019,1397
France,Costa Rica,-2.8766966992706267,42.46070432663372,-84.17542309600948,9.965671127464528,2019,1397
Romania,Finland,24.943252494635377,45.857101035738005,26.21176461029636,64.50409403963651,2019,13289
Malaysia,Italy,109.6981484486297,3.725588425773716,12.140788372235871,42.751183052964265,2019,69187
Estonia,China,25.824725613026608,58.643695426630906,103.88361230063248,36.555066531858685,2019,4230
Sweden,China,16.59626584684802,62.811484968080336,103.88361230063248,36.555066531858685,2019,4230
Austria,Tunisia,14.076158884337072,47.6139487927463,9.534716120695837,34.172939036882376,2019,221
Germany,Costa Rica,10.288485092742851,51.13372269040778,-84.17542309600948,9.965671127464528,2019,1397
Costa Rica,Mexico,-84.17542309600948,9.965671127464528,-102.5763495239869,23.935371902244835,2019,1316
South Africa,Lebanon,25.04801387986168,-28.947033259979115,35.87098632001643,33.91182720781994,2019,1859
Costa Rica,Spain,-84.17542309600948,9.965671127464528,-3.6170206023873743,40.348656106226734,2019,70367
United Arab Emirates,Indonesia,54.20671476159633,23.86863365334761,117.42340756227364,-2.221737936520542,2019,219
Lebanon,South Africa,35.87098632001643,33.91182720781994,25.04801387986168,-28.947033259979115,2019,2883
Turkey,Tunisia,35.116900150938406,39.06837194061471,9.534716120695837,34.172939036882376,2019,221
Costa Rica,France,-84.17542309600948,9.965671127464528,-2.8766966992706267,42.46070432663372,2019,65285
New Zealand,Denmark,172.70192594405574,-41.66257875715869,9.876372937675002,56.06393446179454,2019,23558
Canada,Norway,-98.14238137209708,61.46907614534896,19.20896,69.003871,2019,16124
Romania,Poland,24.943252494635377,45.857101035738005,19.31101430844868,52.14826021933187,2019,21366
Tunisia,Belarus,9.534716120695837,34.172939036882376,27.98135261544803,53.50634479481114,2019,220
Greece,Croatia,22.719813447095053,39.06671589971396,16.566189771645533,45.01623399593114,2019,3361
Qatar,Tunisia,51.1835025789133,25.32185097420669,9.534716120695837,34.172939036882376,2019,221
Serbia,Ukraine,20.819651926382583,44.23303653365162,31.22912207026649,49.14882260840351,2019,7074
Finland,Ukraine,26.21176461029636,64.50409403963651,31.22912207026649,49.14882260840351,2019,7074
Tunisia,Switzerland,9.534716120695837,34.172939036882376,8.118300613385486,46.79173768366762,2019,36349
Luxembourg,Croatia,5.965223432343999,49.76570507415103,16.566189771645533,45.01623399593114,2019,3361
Romania,Canada,24.943252494635377,45.857101035738005,-98.14238137209708,61.46907614534896,2019,43839
Costa Rica,Brazil,-84.17542309600948,9.965671127464528,-53.05434003576711,-10.806773643498916,2019,5919
Tunisia,India,9.534716120695837,34.172939036882376,79.59370376325381,22.92500640740852,2019,15268
Saudi Arabia,Morocco,44.51636376826477,24.123289839105293,-8.420479544549693,29.885394698302058,2019,1181
Norway,Canada,19.20896,69.003871,-98.14238137209708,61.46907614534896,2019,43839
Uzbekistan,Thailand,63.20363952823182,41.748602664652246,101.00613354626108,15.01697499141648,2019,12637
Uzbekistan,India,63.20363952823182,41.748602664652246,79.59370376325381,22.92500640740852,2019,15268
India,Tunisia,79.59370376325381,22.92500640740852,9.534716120695837,34.172939036882376,2019,221
New Zealand,Germany,172.70192594405574,-41.66257875715869,10.288485092742851,51.13372269040778,2019,113196
United Kingdom,Bulgaria,-2.8531353951805545,53.91477348053706,25.19511095327711,42.7531187620217,2019,280
China,Slovakia,103.88361230063248,36.555066531858685,19.507657147433708,48.7267113517275,2019,1552
Croatia,Hungary,16.566189771645533,45.01623399593114,19.35762862774592,47.19995117195427,2019,9624
Slovakia,Cyprus,19.507657147433708,48.7267113517275,33.03955380295407,34.90706085094344,2019,1212
Hungary,Tunisia,19.35762862774592,47.19995117195427,9.534716120695837,34.172939036882376,2019,221
Switzerland,Costa Rica,8.118300613385486,46.79173768366762,-84.17542309600948,9.965671127464528,2019,1397
Austria,Bulgaria,14.076158884337072,47.6139487927463,25.19511095327711,42.7531187620217,2019,280
Senegal,Turkey,-14.50980278585943,14.354139988452022,35.116900150938406,39.06837194061471,2019,9989
Mali,Belgium,-3.543294339453343,17.267772061700715,4.580834113854935,50.65244095902296,2019,24632
Portugal,Romania,-8.055765588295687,39.63404977497817,24.943252494635377,45.857101035738005,2019,3252
Romania,Denmark,24.943252494635377,45.857101035738005,9.876372937675002,56.06393446179454,2019,23558
Italy,Bulgaria,12.140788372235871,42.751183052964265,25.19511095327711,42.7531187620217,2019,280
Luxembourg,Bulgaria,5.965223432343999,49.76570507415103,25.19511095327711,42.7531187620217,2019,280
Turkey,Bulgaria,35.116900150938406,39.06837194061471,25.19511095327711,42.7531187620217,2019,280
Romania,United States of America,24.943252494635377,45.857101035738005,-112.5994359115045,45.70562800215178,2019,86817
France,Bulgaria,-2.8766966992706267,42.46070432663372,25.19511095327711,42.7531187620217,2019,280
Slovenia,India,14.938152320795732,46.12542205901039,79.59370376325381,22.92500640740852,2019,15268
Costa Rica,Argentina,-84.17542309600948,9.965671127464528,-65.17536077114173,-35.4468214894951,2019,3408
Spain,Nepal,-3.6170206023873743,40.348656106226734,84.01317367692529,28.23944001904935,2019,1048
Netherlands,Tunisia,5.512217100965399,52.298700374441786,9.534716120695837,34.172939036882376,2019,221
Costa Rica,Switzerland,-84.17542309600948,9.965671127464528,8.118300613385486,46.79173768366762,2019,36349
Costa Rica,Peru,-84.17542309600948,9.965671127464528,-74.39180581684722,-9.191562905134552,2019,6
Kazakhstan,Spain,67.2846109811001,48.19166075218232,-3.6170206023873743,40.348656106226734,2019,70367
China,Sweden,103.88361230063248,36.555066531858685,16.59626584684802,62.811484968080336,2019,22493
Gambia,Switzerland,-15.431872807730835,13.47533435870166,8.118300613385486,46.79173768366762,2019,36349
United States of America,Jordan,-112.5994359115045,45.70562800215178,36.77945490632519,31.245490584748417,2019,281
Turkey,Japan,35.116900150938406,39.06837194061471,138.06496213270776,37.66311081170466,2019,11533
Peru,Bolivia,-74.39180581684722,-9.191562905134552,-64.64140560603113,-16.72898701530584,2019,388
Lithuania,South Africa,23.88064027584349,55.28431948476607,25.04801387986168,-28.947033259979115,2019,2883
Cyprus,Austria,33.03955380295407,34.90706085094344,14.076158884337072,47.6139487927463,2019,24562
Turkey,Slovakia,35.116900150938406,39.06837194061471,19.507657147433708,48.7267113517275,2019,1552
Greece,India,22.719813447095053,39.06671589971396,79.59370376325381,22.92500640740852,2019,15268
Cyprus,Estonia,33.03955380295407,34.90706085094344,25.824725613026608,58.643695426630906,2019,2638
Romania,United Arab Emirates,24.943252494635377,45.857101035738005,54.20671476159633,23.86863365334761,2019,24319
Ireland,Serbia,-8.010236544877012,53.18059120995006,20.819651926382583,44.23303653365162,2019,2119
Switzerland,Jordan,8.118300613385486,46.79173768366762,36.77945490632519,31.245490584748417,2019,281
Cyprus,Sweden,33.03955380295407,34.90706085094344,16.59626584684802,62.811484968080336,2019,22493
Croatia,Luxembourg,16.566189771645533,45.01623399593114,5.965223432343999,49.76570507415103,2019,6386
Costa Rica,United Kingdom,-84.17542309600948,9.965671127464528,-2.8531353951805545,53.91477348053706,2019,133762
Lithuania,Switzerland,23.88064027584349,55.28431948476607,8.118300613385486,46.79173768366762,2019,36349
Uzbekistan,United States of America,63.20363952823182,41.748602664652246,-112.5994359115045,45.70562800215178,2019,86817
Slovakia,Iceland,19.507657147433708,48.7267113517275,-18.761028770831768,65.07427633529105,2019,5224
Cyprus,Croatia,33.03955380295407,34.90706085094344,16.566189771645533,45.01623399593114,2019,3361
Nepal,United States of America,84.01317367692529,28.23944001904935,-112.5994359115045,45.70562800215178,2019,86817
Lithuania,Cyprus,23.88064027584349,55.28431948476607,33.03955380295407,34.90706085094344,2019,1212
Philippines,France,122.90267236988682,11.763799362297664,-2.8766966992706267,42.46070432663372,2019,65285
Turkey,Cyprus,35.116900150938406,39.06837194061471,33.03955380295407,34.90706085094344,2019,1212
Iceland,Slovakia,-18.761028770831768,65.07427633529105,19.507657147433708,48.7267113517275,2019,1552
Senegal,United Kingdom,-14.50980278585943,14.354139988452022,-2.8531353951805545,53.91477348053706,2019,133762
Malaysia,Austria,109.6981484486297,3.725588425773716,14.076158884337072,47.6139487927463,2019,24562
Guatemala,United States of America,-90.36945836053154,15.699360612026911,-112.5994359115045,45.70562800215178,2019,86817
Senegal,Lebanon,-14.50980278585943,14.354139988452022,35.87098632001643,33.91182720781994,2019,1859
Lebanon,Latvia,35.87098632001643,33.91182720781994,24.83329614980344,56.80717513427924,2019,6551
United Kingdom,Uzbekistan,-2.8531353951805545,53.91477348053706,63.20363952823182,41.748602664652246,2019,74
Vietnam,Malaysia,106.28584079705196,16.657937753254938,109.6981484486297,3.725588425773716,2019,9940
Malaysia,Greece,109.6981484486297,3.725588425773716,22.719813447095053,39.06671589971396,2019,24004
United Kingdom,Mali,-2.8531353951805545,53.91477348053706,-3.543294339453343,17.267772061700715,2019,201
Slovakia,United States of America,19.507657147433708,48.7267113517275,-112.5994359115045,45.70562800215178,2019,86817
Bolivia,Peru,-64.64140560603113,-16.72898701530584,-74.39180581684722,-9.191562905134552,2019,6
Portugal,Estonia,-8.055765588295687,39.63404977497817,25.824725613026608,58.643695426630906,2019,2638
France,Uzbekistan,-2.8766966992706267,42.46070432663372,63.20363952823182,41.748602664652246,2019,74
United States of America,Indonesia,-112.5994359115045,45.70562800215178,117.42340756227364,-2.221737936520542,2019,219
Canada,Latvia,-98.14238137209708,61.46907614534896,24.83329614980344,56.80717513427924,2019,6551
Nepal,Turkey,84.01317367692529,28.23944001904935,35.116900150938406,39.06837194061471,2019,9989
Sweden,Jordan,16.59626584684802,62.811484968080336,36.77945490632519,31.245490584748417,2019,281
Portugal,Iceland,-8.055765588295687,39.63404977497817,-18.761028770831768,65.07427633529105,2019,5224
Costa Rica,Canada,-84.17542309600948,9.965671127464528,-98.14238137209708,61.46907614534896,2019,43839
Portugal,Turkey,-8.055765588295687,39.63404977497817,35.116900150938406,39.06837194061471,2019,9989
Ukraine,Finland,31.22912207026649,49.14882260840351,26.21176461029636,64.50409403963651,2019,13289
Philippines,Germany,122.90267236988682,11.763799362297664,10.288485092742851,51.13372269040778,2019,113196
Uzbekistan,United Kingdom,63.20363952823182,41.748602664652246,-2.8531353951805545,53.91477348053706,2019,133762
Brazil,Turkey,-53.05434003576711,-10.806773643498916,35.116900150938406,39.06837194061471,2019,9989
Senegal,Norway,-14.50980278585943,14.354139988452022,19.20896,69.003871,2019,16124
Kazakhstan,Austria,67.2846109811001,48.19166075218232,14.076158884337072,47.6139487927463,2019,24562
Sweden,Slovenia,16.59626584684802,62.811484968080336,14.938152320795732,46.12542205901039,2019,1130
Slovakia,Luxembourg,19.507657147433708,48.7267113517275,5.965223432343999,49.76570507415103,2019,6386
Poland,Japan,19.31101430844868,52.14826021933187,138.06496213270776,37.66311081170466,2019,11533
Latvia,Serbia,24.83329614980344,56.80717513427924,20.819651926382583,44.23303653365162,2019,2119
Brunei,Germany,114.91510877393952,4.690250542520635,10.288485092742851,51.13372269040778,2019,113196
Spain,Thailand,-3.6170206023873743,40.348656106226734,101.00613354626108,15.01697499141648,2019,12637
Mali,Luxembourg,-3.543294339453343,17.267772061700715,5.965223432343999,49.76570507415103,2019,6386
Estonia,Slovenia,25.824725613026608,58.643695426630906,14.938152320795732,46.12542205901039,2019,1130
Nepal,Germany,84.01317367692529,28.23944001904935,10.288485092742851,51.13372269040778,2019,113196
Argentina,Belgium,-65.17536077114173,-35.4468214894951,4.580834113854935,50.65244095902296,2019,24632
United Kingdom,Costa Rica,-2.8531353951805545,53.91477348053706,-84.17542309600948,9.965671127464528,2019,1397
Japan,New Zealand,138.06496213270776,37.66311081170466,172.70192594405574,-41.66257875715869,2019,6045
Lithuania,Belgium,23.88064027584349,55.28431948476607,4.580834113854935,50.65244095902296,2019,24632
Japan,Indonesia,138.06496213270776,37.66311081170466,117.42340756227364,-2.221737936520542,2019,219
Luxembourg,Slovakia,5.965223432343999,49.76570507415103,19.507657147433708,48.7267113517275,2019,1552
Slovakia,South Africa,19.507657147433708,48.7267113517275,25.04801387986168,-28.947033259979115,2019,2883
Japan,Poland,138.06496213270776,37.66311081170466,19.31101430844868,52.14826021933187,2019,21366
Turkey,China,35.116900150938406,39.06837194061471,103.88361230063248,36.555066531858685,2019,4230
Italy,Indonesia,12.140788372235871,42.751183052964265,117.42340756227364,-2.221737936520542,2019,219
Costa Rica,Bolivia,-84.17542309600948,9.965671127464528,-64.64140560603113,-16.72898701530584,2019,388
Iceland,Portugal,-18.761028770831768,65.07427633529105,-8.055765588295687,39.63404977497817,2019,26292
Israel,Brazil,35.003851206429005,31.4849193900197,-53.05434003576711,-10.806773643498916,2019,5919
United States of America,Lebanon,-112.5994359115045,45.70562800215178,35.87098632001643,33.91182720781994,2019,1859
Germany,Brunei,10.288485092742851,51.13372269040778,114.91510877393952,4.690250542520635,2019,1139
Romania,Lebanon,24.943252494635377,45.857101035738005,35.87098632001643,33.91182720781994,2019,1859
United States of America,Slovakia,-112.5994359115045,45.70562800215178,19.507657147433708,48.7267113517275,2019,1552
Lebanon,Brazil,35.87098632001643,33.91182720781994,-53.05434003576711,-10.806773643498916,2019,5919
United States of America,Mali,-112.5994359115045,45.70562800215178,-3.543294339453343,17.267772061700715,2019,201
Taiwan,Finland,120.97480073748623,23.740964979784938,26.21176461029636,64.50409403963651,2019,13289
Germany,Philippines,10.288485092742851,51.13372269040778,122.90267236988682,11.763799362297664,2019,4987
France,Kazakhstan,-2.8766966992706267,42.46070432663372,67.2846109811001,48.19166075218232,2019,1035
Israel,Estonia,35.003851206429005,31.4849193900197,25.824725613026608,58.643695426630906,2019,2638
Austria,Lebanon,14.076158884337072,47.6139487927463,35.87098632001643,33.91182720781994,2019,1859
Ukraine,Lebanon,31.22912207026649,49.14882260840351,35.87098632001643,33.91182720781994,2019,1859
Netherlands,Bulgaria,5.512217100965399,52.298700374441786,25.19511095327711,42.7531187620217,2019,280
Bulgaria,Sweden,25.19511095327711,42.7531187620217,16.59626584684802,62.811484968080336,2019,22493
Spain,Japan,-3.6170206023873743,40.348656106226734,138.06496213270776,37.66311081170466,2019,11533
India,Ireland,79.59370376325381,22.92500640740852,-8.010236544877012,53.18059120995006,2019,28478
Portugal,Lithuania,-8.055765588295687,39.63404977497817,23.88064027584349,55.28431948476607,2019,994
Sweden,Canada,16.59626584684802,62.811484968080336,-98.14238137209708,61.46907614534896,2019,43839
Australia,Turkey,134.50277547536595,-25.73065477972608,35.116900150938406,39.06837194061471,2019,9989
Luxembourg,Morocco,5.965223432343999,49.76570507415103,-8.420479544549693,29.885394698302058,2019,1181
Norway,Saudi Arabia,19.20896,69.003871,44.51636376826477,24.123289839105293,2019,4417
Slovenia,Estonia,14.938152320795732,46.12542205901039,25.824725613026608,58.643695426630906,2019,2638
Thailand,Croatia,101.00613354626108,15.01697499141648,16.566189771645533,45.01623399593114,2019,3361
Israel,Uzbekistan,35.003851206429005,31.4849193900197,63.20363952823182,41.748602664652246,2019,74
Nepal,Norway,84.01317367692529,28.23944001904935,19.20896,69.003871,2019,16124
Uzbekistan,Turkey,63.20363952823182,41.748602664652246,35.116900150938406,39.06837194061471,2019,9989
China,Poland,103.88361230063248,36.555066531858685,19.31101430844868,52.14826021933187,2019,21366
Italy,Belarus,12.140788372235871,42.751183052964265,27.98135261544803,53.50634479481114,2019,220
Belarus,Italy,27.98135261544803,53.50634479481114,12.140788372235871,42.751183052964265,2019,69187
Portugal,Brunei,-8.055765588295687,39.63404977497817,114.91510877393952,4.690250542520635,2019,1139
Greece,South Africa,22.719813447095053,39.06671589971396,25.04801387986168,-28.947033259979115,2019,2883
United States of America,Latvia,-112.5994359115045,45.70562800215178,24.83329614980344,56.80717513427924,2019,6551
Poland,Malaysia,19.31101430844868,52.14826021933187,109.6981484486297,3.725588425773716,2019,9940
Australia,Greece,134.50277547536595,-25.73065477972608,22.719813447095053,39.06671589971396,2019,24004
Italy,Bolivia,12.140788372235871,42.751183052964265,-64.64140560603113,-16.72898701530584,2019,388
United Arab Emirates,Bangladesh,54.20671476159633,23.86863365334761,90.26792827719598,23.83946179534406,2019,345
South Africa,Slovakia,25.04801387986168,-28.947033259979115,19.507657147433708,48.7267113517275,2019,1552
Bulgaria,Serbia,25.19511095327711,42.7531187620217,20.819651926382583,44.23303653365162,2019,2119
Bangladesh,India,90.26792827719598,23.83946179534406,79.59370376325381,22.92500640740852,2019,15268
Saudi Arabia,Bangladesh,44.51636376826477,24.123289839105293,90.26792827719598,23.83946179534406,2019,345
Bangladesh,Qatar,90.26792827719598,23.83946179534406,51.1835025789133,25.32185097420669,2019,12321
Bangladesh,United Arab Emirates,90.26792827719598,23.83946179534406,54.20671476159633,23.86863365334761,2019,24319
Croatia,Cyprus,16.566189771645533,45.01623399593114,33.03955380295407,34.90706085094344,2019,1212
Bangladesh,Malaysia,90.26792827719598,23.83946179534406,109.6981484486297,3.725588425773716,2019,9940
Estonia,Turkey,25.824725613026608,58.643695426630906,35.116900150938406,39.06837194061471,2019,9989
Algeria,Turkey,2.5980477916183444,28.185481278657537,35.116900150938406,39.06837194061471,2019,9989
Qatar,Mexico,51.1835025789133,25.32185097420669,-102.5763495239869,23.935371902244835,2019,1316
Spain,Mexico,-3.6170206023873743,40.348656106226734,-102.5763495239869,23.935371902244835,2019,1316
Netherlands,Mexico,5.512217100965399,52.298700374441786,-102.5763495239869,23.935371902244835,2019,1316
Australia,Kazakhstan,134.50277547536595,-25.73065477972608,67.2846109811001,48.19166075218232,2019,1035
Mexico,Argentina,-102.5763495239869,23.935371902244835,-65.17536077114173,-35.4468214894951,2019,3408
Mexico,Germany,-102.5763495239869,23.935371902244835,10.288485092742851,51.13372269040778,2019,113196
United Kingdom,Mexico,-2.8531353951805545,53.91477348053706,-102.5763495239869,23.935371902244835,2019,1316
Mexico,Spain,-102.5763495239869,23.935371902244835,-3.6170206023873743,40.348656106226734,2019,70367
Mexico,Luxembourg,-102.5763495239869,23.935371902244835,5.965223432343999,49.76570507415103,2019,6386
Germany,Mexico,10.288485092742851,51.13372269040778,-102.5763495239869,23.935371902244835,2019,1316
Kazakhstan,Philippines,67.2846109811001,48.19166075218232,122.90267236988682,11.763799362297664,2019,4987
Belgium,Mexico,4.580834113854935,50.65244095902296,-102.5763495239869,23.935371902244835,2019,1316
France,Mexico,-2.8766966992706267,42.46070432663372,-102.5763495239869,23.935371902244835,2019,1316
Canada,Mexico,-98.14238137209708,61.46907614534896,-102.5763495239869,23.935371902244835,2019,1316
Mexico,Brazil,-102.5763495239869,23.935371902244835,-53.05434003576711,-10.806773643498916,2019,5919
Mexico,France,-102.5763495239869,23.935371902244835,-2.8766966992706267,42.46070432663372,2019,65285
Argentina,Mexico,-65.17536077114173,-35.4468214894951,-102.5763495239869,23.935371902244835,2019,1316
Brazil,Mexico,-53.05434003576711,-10.806773643498916,-102.5763495239869,23.935371902244835,2019,1316
Mexico,Netherlands,-102.5763495239869,23.935371902244835,5.512217100965399,52.298700374441786,2019,38218
Finland,Cyprus,26.21176461029636,64.50409403963651,33.03955380295407,34.90706085094344,2019,1212
Mexico,United Kingdom,-102.5763495239869,23.935371902244835,-2.8531353951805545,53.91477348053706,2019,133762
Mexico,Italy,-102.5763495239869,23.935371902244835,12.140788372235871,42.751183052964265,2019,69187
Sweden,Cyprus,16.59626584684802,62.811484968080336,33.03955380295407,34.90706085094344,2019,1212
Australia,Switzerland,134.50277547536595,-25.73065477972608,8.118300613385486,46.79173768366762,2019,36349
Mexico,Guatemala,-102.5763495239869,23.935371902244835,-90.36945836053154,15.699360612026911,2019,324
Denmark,Cyprus,9.876372937675002,56.06393446179454,33.03955380295407,34.90706085094344,2019,1212
Indonesia,Germany,117.42340756227364,-2.221737936520542,10.288485092742851,51.13372269040778,2019,113196
New Zealand,Brazil,172.70192594405574,-41.66257875715869,-53.05434003576711,-10.806773643498916,2019,5919
Denmark,Bulgaria,9.876372937675002,56.06393446179454,25.19511095327711,42.7531187620217,2019,280
United Arab Emirates,Morocco,54.20671476159633,23.86863365334761,-8.420479544549693,29.885394698302058,2019,1181
Mexico,Japan,-102.5763495239869,23.935371902244835,138.06496213270776,37.66311081170466,2019,11533
Italy,Mexico,12.140788372235871,42.751183052964265,-102.5763495239869,23.935371902244835,2019,1316
Romania,Ukraine,24.943252494635377,45.857101035738005,31.22912207026649,49.14882260840351,2019,7074
Bulgaria,Norway,25.19511095327711,42.7531187620217,19.20896,69.003871,2019,16124
Indonesia,Qatar,117.42340756227364,-2.221737936520542,51.1835025789133,25.32185097420669,2019,12321
Ireland,China,-8.010236544877012,53.18059120995006,103.88361230063248,36.555066531858685,2019,4230
United States of America,Uzbekistan,-112.5994359115045,45.70562800215178,63.20363952823182,41.748602664652246,2019,74
Thailand,Uzbekistan,101.00613354626108,15.01697499141648,63.20363952823182,41.748602664652246,2019,74
Bulgaria,Greece,25.19511095327711,42.7531187620217,22.719813447095053,39.06671589971396,2019,24004
Bulgaria,Ireland,25.19511095327711,42.7531187620217,-8.010236544877012,53.18059120995006,2019,28478
Romania,Cyprus,24.943252494635377,45.857101035738005,33.03955380295407,34.90706085094344,2019,1212
Qatar,Bulgaria,51.1835025789133,25.32185097420669,25.19511095327711,42.7531187620217,2019,280
Nepal,Brazil,84.01317367692529,28.23944001904935,-53.05434003576711,-10.806773643498916,2019,5919
Indonesia,Thailand,117.42340756227364,-2.221737936520542,101.00613354626108,15.01697499141648,2019,12637
Romania,Bulgaria,24.943252494635377,45.857101035738005,25.19511095327711,42.7531187620217,2019,280
Bulgaria,Hungary,25.19511095327711,42.7531187620217,19.35762862774592,47.19995117195427,2019,9624
Bulgaria,Ukraine,25.19511095327711,42.7531187620217,31.22912207026649,49.14882260840351,2019,7074
Japan,Saudi Arabia,138.06496213270776,37.66311081170466,44.51636376826477,24.123289839105293,2019,4417
Slovakia,Romania,19.507657147433708,48.7267113517275,24.943252494635377,45.857101035738005,2019,3252
Portugal,Bulgaria,-8.055765588295687,39.63404977497817,25.19511095327711,42.7531187620217,2019,280
United States of America,Morocco,-112.5994359115045,45.70562800215178,-8.420479544549693,29.885394698302058,2019,1181
Morocco,Qatar,-8.420479544549693,29.885394698302058,51.1835025789133,25.32185097420669,2019,12321
Bulgaria,Qatar,25.19511095327711,42.7531187620217,51.1835025789133,25.32185097420669,2019,12321
Morocco,Saudi Arabia,-8.420479544549693,29.885394698302058,44.51636376826477,24.123289839105293,2019,4417
Lebanon,Kuwait,35.87098632001643,33.91182720781994,47.600098887626416,29.307266634033564,2019,20
Canada,Morocco,-98.14238137209708,61.46907614534896,-8.420479544549693,29.885394698302058,2019,1181
Bolivia,Netherlands,-64.64140560603113,-16.72898701530584,5.512217100965399,52.298700374441786,2019,38218
Qatar,Senegal,51.1835025789133,25.32185097420669,-14.50980278585943,14.354139988452022,2019,973
Kuwait,Spain,47.600098887626416,29.307266634033564,-3.6170206023873743,40.348656106226734,2019,70367
Bulgaria,Cyprus,25.19511095327711,42.7531187620217,33.03955380295407,34.90706085094344,2019,1212
Morocco,United States of America,-8.420479544549693,29.885394698302058,-112.5994359115045,45.70562800215178,2019,86817
Morocco,Switzerland,-8.420479544549693,29.885394698302058,8.118300613385486,46.79173768366762,2019,36349
Mexico,Belgium,-102.5763495239869,23.935371902244835,4.580834113854935,50.65244095902296,2019,24632
France,Cyprus,-2.8766966992706267,42.46070432663372,33.03955380295407,34.90706085094344,2019,1212
Turkey,Portugal,35.116900150938406,39.06837194061471,-8.055765588295687,39.63404977497817,2019,26292
